GENE	QUES	P	CARRIER_1	CARRIER_0	NONCARRIER_1	NONCARRIER_0
ABHD2	q39_imaginative_games	1	1	0	3485	344
ABHD2	q40_cooperatively_games	1	1	0	3590	246
LSM1	q01_phrases	1	3	0	3732	115
LSM1	q02_conversation	1	3	0	3583	118
LSM1	q03_odd_phrase	1	0	3	569	3130
LSM1	q04_inappropriate_question	1	0	3	556	3148
LSM1	q05_pronouns_mixed	0.5877061	0	3	864	2837
LSM1	q06_invented_words	1	0	3	611	3089
LSM1	q07_same_over	1	0	3	338	3361
LSM1	q08_particular_way	1	0	3	542	3297
LSM1	q09_expressions_appropriate	0.5827086	3	0	2952	889
LSM1	q10_hand_tool	0.05347326	2	1	564	3276
LSM1	q11_interest_preoccupy	1	0	3	231	3608
LSM1	q12_parts_object	1	0	3	252	3593
LSM1	q13_interests_intensity	0.3588206	1	2	520	3321
LSM1	q14_senses	1	0	3	311	3527
LSM1	q15_odd_ways	1	0	3	232	3610
LSM1	q16_complicated_movements	1	0	3	344	3496
LSM1	q17_injured_deliberately	1	0	3	296	3542
LSM1	q18_objects_carry	1	0	3	372	3467
LSM1	q19_best_friend	0.6171914	3	0	3038	811
LSM1	q20_talk_friendly	1	3	0	3578	255
LSM1	q21_copy_you	1	3	0	3285	554
LSM1	q22_point_things	1	3	0	3433	398
LSM1	q23_gestures_wanted	0.5847076	3	0	2913	923
LSM1	q24_nod_head	1	3	0	3574	259
LSM1	q25_shake_head	1	3	0	3604	233
LSM1	q26_look_directly	1	3	0	3656	172
LSM1	q27_smile_back	1	2	0	3730	102
LSM1	q28_things_interested	1	3	0	3756	73
LSM1	q29_share	1	3	0	3626	204
LSM1	q30_join_enjoyment	1	3	0	3727	88
LSM1	q31_comfort	1	3	0	3571	253
LSM1	q32_help_attention	1	3	0	3659	164
LSM1	q33_range_expressions	1	3	0	3760	63
LSM1	q34_copy_actions	1	3	0	3590	239
LSM1	q35_make_believe	1	3	0	3624	198
LSM1	q36_same_age	1	3	0	3617	213
LSM1	q37_respond_positively	1	3	0	3661	167
LSM1	q38_pay_attention	1	3	0	3608	214
LSM1	q39_imaginative_games	1	3	0	3483	344
LSM1	q40_cooperatively_games	1	3	0	3588	246
INSM1	q01_phrases	1	15	0	3720	115
INSM1	q02_conversation	1	14	0	3572	118
INSM1	q03_odd_phrase	0.6996502	3	11	566	3122
INSM1	q04_inappropriate_question	0.7021489	3	11	553	3140
INSM1	q05_pronouns_mixed	0.3458271	5	9	859	2831
INSM1	q06_invented_words	0.06446777	5	9	606	3083
INSM1	q07_same_over	0.6401799	2	12	336	3352
INSM1	q08_particular_way	0.7211394	3	12	539	3288
INSM1	q09_expressions_appropriate	0.2098951	14	1	2941	888
INSM1	q10_hand_tool	0.2683658	4	11	562	3266
INSM1	q11_interest_preoccupy	1	1	14	230	3597
INSM1	q12_parts_object	1	1	14	251	3582
INSM1	q13_interests_intensity	1	2	12	519	3311
INSM1	q14_senses	0.1124438	3	12	308	3518
INSM1	q15_odd_ways	1	1	14	231	3599
INSM1	q16_complicated_movements	1	1	14	343	3485
INSM1	q17_injured_deliberately	0.6056972	2	13	294	3532
INSM1	q18_objects_carry	1	1	14	371	3456
INSM1	q19_best_friend	0.2163918	14	1	3027	810
INSM1	q20_talk_friendly	0.6066967	15	0	3566	255
INSM1	q21_copy_you	1	13	2	3275	552
INSM1	q22_point_things	0.2578711	15	0	3421	398
INSM1	q23_gestures_wanted	1	11	3	2905	920
INSM1	q24_nod_head	0.4272864	15	0	3562	259
INSM1	q25_shake_head	0.6141929	15	0	3592	233
INSM1	q26_look_directly	1	14	1	3645	171
INSM1	q27_smile_back	0.3293353	14	1	3718	101
INSM1	q28_things_interested	1	15	0	3744	73
INSM1	q29_share	0.6221889	15	0	3614	204
INSM1	q30_join_enjoyment	1	15	0	3715	88
INSM1	q31_comfort	1	14	1	3560	252
INSM1	q32_help_attention	1	14	1	3648	163
INSM1	q33_range_expressions	1	15	0	3748	63
INSM1	q34_copy_actions	0.6266867	15	0	3578	239
INSM1	q35_make_believe	0.6271864	15	0	3612	198
INSM1	q36_same_age	0.6296852	15	0	3605	213
INSM1	q37_respond_positively	1	13	1	3651	166
INSM1	q38_pay_attention	1	14	1	3597	213
INSM1	q39_imaginative_games	0.3913043	15	0	3471	344
INSM1	q40_cooperatively_games	0.6076962	15	0	3576	246
BTBD1	q01_phrases	1	5	0	3730	115
BTBD1	q02_conversation	1	5	0	3581	118
BTBD1	q03_odd_phrase	1	1	4	568	3129
BTBD1	q04_inappropriate_question	1	1	4	555	3147
BTBD1	q05_pronouns_mixed	0.5942029	2	3	862	2837
BTBD1	q06_invented_words	1	1	4	610	3088
BTBD1	q07_same_over	0.3898051	1	4	337	3360
BTBD1	q08_particular_way	1	1	4	541	3296
BTBD1	q09_expressions_appropriate	1	4	1	2951	888
BTBD1	q10_hand_tool	1	1	4	565	3273
BTBD1	q11_interest_preoccupy	1	0	5	231	3606
BTBD1	q12_parts_object	1	0	5	252	3591
BTBD1	q13_interests_intensity	1	1	4	520	3319
BTBD1	q14_senses	0.3648176	1	4	310	3526
BTBD1	q15_odd_ways	0.03448276	2	3	230	3610
BTBD1	q16_complicated_movements	0.3788106	1	4	343	3495
BTBD1	q17_injured_deliberately	1	0	5	296	3540
BTBD1	q18_objects_carry	0.3863068	1	4	371	3466
BTBD1	q19_best_friend	0.5857071	3	2	3038	809
BTBD1	q20_talk_friendly	1	5	0	3576	255
BTBD1	q21_copy_you	0.6296852	5	0	3283	554
BTBD1	q22_point_things	0.6606697	5	0	3431	398
BTBD1	q23_gestures_wanted	1	4	1	2912	922
BTBD1	q24_nod_head	1	5	0	3572	259
BTBD1	q25_shake_head	1	5	0	3602	233
BTBD1	q26_look_directly	1	5	0	3654	172
BTBD1	q27_smile_back	1	5	0	3727	102
BTBD1	q28_things_interested	1	5	0	3754	73
BTBD1	q29_share	1	5	0	3624	204
BTBD1	q30_join_enjoyment	1	5	0	3725	88
BTBD1	q31_comfort	0.2813593	4	1	3570	252
BTBD1	q32_help_attention	1	5	0	3657	164
BTBD1	q33_range_expressions	1	5	0	3758	63
BTBD1	q34_copy_actions	1	5	0	3588	239
BTBD1	q35_make_believe	1	5	0	3622	198
BTBD1	q36_same_age	0.2618691	4	1	3616	212
BTBD1	q37_respond_positively	1	5	0	3659	167
BTBD1	q38_pay_attention	1	5	0	3606	214
BTBD1	q39_imaginative_games	1	5	0	3481	344
BTBD1	q40_cooperatively_games	1	5	0	3586	246
ERLIN2	q01_phrases	1	5	0	3730	115
ERLIN2	q02_conversation	1	5	0	3581	118
ERLIN2	q03_odd_phrase	0.6081959	0	5	569	3128
ERLIN2	q04_inappropriate_question	0.6141929	0	5	556	3146
ERLIN2	q05_pronouns_mixed	0.5972014	2	3	862	2837
ERLIN2	q06_invented_words	1	1	4	610	3088
ERLIN2	q07_same_over	1	0	5	338	3359
ERLIN2	q08_particular_way	1	1	4	541	3296
ERLIN2	q09_expressions_appropriate	0.5862069	3	2	2952	887
ERLIN2	q10_hand_tool	0.6101949	0	5	566	3272
ERLIN2	q11_interest_preoccupy	0.2883558	1	4	230	3607
ERLIN2	q12_parts_object	1	0	5	252	3591
ERLIN2	q13_interests_intensity	0.5992004	0	5	521	3318
ERLIN2	q14_senses	1	0	5	311	3525
ERLIN2	q15_odd_ways	1	0	5	232	3608
ERLIN2	q16_complicated_movements	1	0	5	344	3494
ERLIN2	q17_injured_deliberately	1	0	5	296	3540
ERLIN2	q18_objects_carry	1	0	5	372	3465
ERLIN2	q19_best_friend	1	4	1	3037	810
ERLIN2	q20_talk_friendly	0.2898551	4	1	3577	254
ERLIN2	q21_copy_you	0.5967016	5	0	3283	554
ERLIN2	q22_point_things	1	4	1	3432	397
ERLIN2	q23_gestures_wanted	1	4	1	2912	922
ERLIN2	q24_nod_head	0.03848076	3	2	3574	257
ERLIN2	q25_shake_head	0.03398301	3	2	3604	231
ERLIN2	q26_look_directly	1	5	0	3654	172
ERLIN2	q27_smile_back	0.123938	4	1	3728	101
ERLIN2	q28_things_interested	1	5	0	3754	73
ERLIN2	q29_share	1	5	0	3624	204
ERLIN2	q30_join_enjoyment	1	5	0	3725	88
ERLIN2	q31_comfort	1	5	0	3569	253
ERLIN2	q32_help_attention	1	5	0	3657	164
ERLIN2	q33_range_expressions	1	5	0	3758	63
ERLIN2	q34_copy_actions	1	5	0	3588	239
ERLIN2	q35_make_believe	1	5	0	3622	198
ERLIN2	q36_same_age	1	5	0	3615	213
ERLIN2	q37_respond_positively	0.1989005	4	1	3660	166
ERLIN2	q38_pay_attention	0.2653673	4	1	3607	213
ERLIN2	q39_imaginative_games	0.3798101	4	1	3482	343
ERLIN2	q40_cooperatively_games	1	5	0	3586	246
UBE2E3	q01_phrases	NaN	0	0	3735	115
UBE2E3	q02_conversation	NaN	0	0	3586	118
UBE2E3	q03_odd_phrase	NaN	0	0	569	3133
UBE2E3	q04_inappropriate_question	NaN	0	0	556	3151
UBE2E3	q05_pronouns_mixed	NaN	0	0	864	2840
UBE2E3	q06_invented_words	NaN	0	0	611	3092
UBE2E3	q07_same_over	NaN	0	0	338	3364
UBE2E3	q08_particular_way	NaN	0	0	542	3300
UBE2E3	q09_expressions_appropriate	NaN	0	0	2955	889
UBE2E3	q10_hand_tool	NaN	0	0	566	3277
UBE2E3	q11_interest_preoccupy	NaN	0	0	231	3611
UBE2E3	q12_parts_object	NaN	0	0	252	3596
UBE2E3	q13_interests_intensity	NaN	0	0	521	3323
UBE2E3	q14_senses	NaN	0	0	311	3530
UBE2E3	q15_odd_ways	NaN	0	0	232	3613
UBE2E3	q16_complicated_movements	NaN	0	0	344	3499
UBE2E3	q17_injured_deliberately	NaN	0	0	296	3545
UBE2E3	q18_objects_carry	NaN	0	0	372	3470
UBE2E3	q19_best_friend	NaN	0	0	3041	811
UBE2E3	q20_talk_friendly	NaN	0	0	3581	255
UBE2E3	q21_copy_you	NaN	0	0	3288	554
UBE2E3	q22_point_things	NaN	0	0	3436	398
UBE2E3	q23_gestures_wanted	NaN	0	0	2916	923
UBE2E3	q24_nod_head	NaN	0	0	3577	259
UBE2E3	q25_shake_head	NaN	0	0	3607	233
UBE2E3	q26_look_directly	NaN	0	0	3659	172
UBE2E3	q27_smile_back	NaN	0	0	3732	102
UBE2E3	q28_things_interested	NaN	0	0	3759	73
UBE2E3	q29_share	NaN	0	0	3629	204
UBE2E3	q30_join_enjoyment	NaN	0	0	3730	88
UBE2E3	q31_comfort	NaN	0	0	3574	253
UBE2E3	q32_help_attention	NaN	0	0	3662	164
UBE2E3	q33_range_expressions	NaN	0	0	3763	63
UBE2E3	q34_copy_actions	NaN	0	0	3593	239
UBE2E3	q35_make_believe	NaN	0	0	3627	198
UBE2E3	q36_same_age	NaN	0	0	3620	213
UBE2E3	q37_respond_positively	NaN	0	0	3664	167
UBE2E3	q38_pay_attention	NaN	0	0	3611	214
UBE2E3	q39_imaginative_games	NaN	0	0	3486	344
UBE2E3	q40_cooperatively_games	NaN	0	0	3591	246
TDRD10	q01_phrases	1	17	1	3718	114
TDRD10	q02_conversation	0.6691654	17	0	3569	118
TDRD10	q03_odd_phrase	0.4897551	4	13	565	3120
TDRD10	q04_inappropriate_question	1	3	14	553	3137
TDRD10	q05_pronouns_mixed	0.7616192	3	14	861	2826
TDRD10	q06_invented_words	0.4952524	4	13	607	3079
TDRD10	q07_same_over	0.7336332	1	16	337	3348
TDRD10	q08_particular_way	0.3528236	1	17	541	3283
TDRD10	q09_expressions_appropriate	0.5952024	15	3	2940	886
TDRD10	q10_hand_tool	0.1654173	5	13	561	3264
TDRD10	q11_interest_preoccupy	0.6151924	2	16	229	3595
TDRD10	q12_parts_object	1	1	17	251	3579
TDRD10	q13_interests_intensity	0.7136432	3	14	518	3309
TDRD10	q14_senses	0.6411794	2	16	309	3514
TDRD10	q15_odd_ways	0.6081959	2	16	230	3597
TDRD10	q16_complicated_movements	0.3918041	3	15	341	3484
TDRD10	q17_injured_deliberately	0.4022989	0	18	296	3527
TDRD10	q18_objects_carry	0.6981509	1	17	371	3453
TDRD10	q19_best_friend	0.07546227	11	7	3030	804
TDRD10	q20_talk_friendly	1	17	1	3564	254
TDRD10	q21_copy_you	0.7571214	16	2	3272	552
TDRD10	q22_point_things	1	16	2	3420	396
TDRD10	q23_gestures_wanted	0.7761119	13	5	2903	918
TDRD10	q24_nod_head	0.1169415	15	3	3562	256
TDRD10	q25_shake_head	1	17	1	3590	232
TDRD10	q26_look_directly	1	17	1	3642	171
TDRD10	q27_smile_back	0.3983008	17	1	3715	101
TDRD10	q28_things_interested	0.04297851	16	2	3743	71
TDRD10	q29_share	1	17	1	3612	203
TDRD10	q30_join_enjoyment	0.3193403	16	1	3714	87
TDRD10	q31_comfort	1	17	1	3557	252
TDRD10	q32_help_attention	1	17	1	3645	163
TDRD10	q33_range_expressions	0.2693653	17	1	3746	62
TDRD10	q34_copy_actions	1	17	1	3576	238
TDRD10	q35_make_believe	0.2358821	16	2	3611	196
TDRD10	q36_same_age	0.4382809	18	0	3602	213
TDRD10	q37_respond_positively	0.6316842	18	0	3646	167
TDRD10	q38_pay_attention	1	17	1	3594	213
TDRD10	q39_imaginative_games	1	16	2	3470	342
TDRD10	q40_cooperatively_games	0.107946	15	3	3576	243
CPSF2	q01_phrases	0.2178911	7	1	3728	114
CPSF2	q02_conversation	1	7	0	3579	118
CPSF2	q03_odd_phrase	1	1	6	568	3127
CPSF2	q04_inappropriate_question	0.3928036	0	7	556	3144
CPSF2	q05_pronouns_mixed	0.2093953	0	7	864	2833
CPSF2	q06_invented_words	1	1	6	610	3086
CPSF2	q07_same_over	1	1	6	337	3358
CPSF2	q08_particular_way	1	1	7	541	3293
CPSF2	q09_expressions_appropriate	0.4132934	5	3	2950	886
CPSF2	q10_hand_tool	0.4067966	0	7	566	3270
CPSF2	q11_interest_preoccupy	1	0	8	231	3603
CPSF2	q12_parts_object	1	1	7	251	3589
CPSF2	q13_interests_intensity	0.4147926	0	8	521	3315
CPSF2	q14_senses	0.1384308	2	6	309	3524
CPSF2	q15_odd_ways	0.3828086	1	7	231	3606
CPSF2	q16_complicated_movements	1	1	7	343	3492
CPSF2	q17_injured_deliberately	1	1	7	295	3538
CPSF2	q18_objects_carry	0.6046977	0	8	372	3462
CPSF2	q19_best_friend	1	6	2	3035	809
CPSF2	q20_talk_friendly	0.3693153	6	1	3575	254
CPSF2	q21_copy_you	1	6	1	3282	553
CPSF2	q22_point_things	1	6	1	3430	397
CPSF2	q23_gestures_wanted	0.6901549	6	1	2910	922
CPSF2	q24_nod_head	1	7	0	3570	259
CPSF2	q25_shake_head	1	7	0	3600	233
CPSF2	q26_look_directly	1	7	0	3652	172
CPSF2	q27_smile_back	1	7	0	3725	102
CPSF2	q28_things_interested	1	7	0	3752	73
CPSF2	q29_share	1	7	0	3622	204
CPSF2	q30_join_enjoyment	1	7	0	3723	88
CPSF2	q31_comfort	1	7	0	3567	253
CPSF2	q32_help_attention	1	7	0	3655	164
CPSF2	q33_range_expressions	1	7	0	3756	63
CPSF2	q34_copy_actions	1	7	0	3586	239
CPSF2	q35_make_believe	1	7	0	3620	198
CPSF2	q36_same_age	0.3588206	6	1	3614	212
CPSF2	q37_respond_positively	0.2603698	6	1	3658	166
CPSF2	q38_pay_attention	0.3273363	6	1	3605	213
CPSF2	q39_imaginative_games	0.6396802	6	0	3480	344
CPSF2	q40_cooperatively_games	1	7	0	3584	246
IL26	q01_phrases	1	4	0	3731	115
IL26	q02_conversation	0.1189405	3	1	3583	117
IL26	q03_odd_phrase	1	1	3	568	3130
IL26	q04_inappropriate_question	0.6161919	0	4	556	3147
IL26	q05_pronouns_mixed	0.2178911	2	2	862	2838
IL26	q06_invented_words	1	1	3	610	3089
IL26	q07_same_over	1	0	4	338	3360
IL26	q08_particular_way	0.6526737	0	4	542	3296
IL26	q09_expressions_appropriate	0.5632184	4	0	2951	889
IL26	q10_hand_tool	0.6371814	0	4	566	3273
IL26	q11_interest_preoccupy	1	0	4	231	3607
IL26	q12_parts_object	1	0	4	252	3592
IL26	q13_interests_intensity	1	1	3	520	3320
IL26	q14_senses	1	0	4	311	3526
IL26	q15_odd_ways	1	0	4	232	3609
IL26	q16_complicated_movements	0.03798101	2	2	342	3497
IL26	q17_injured_deliberately	0.2918541	1	3	295	3542
IL26	q18_objects_carry	1	0	4	372	3466
IL26	q19_best_friend	0.191904	2	2	3039	809
IL26	q20_talk_friendly	0.2308846	3	1	3578	254
IL26	q21_copy_you	0.6391804	4	0	3284	554
IL26	q22_point_things	0.3498251	3	1	3433	397
IL26	q23_gestures_wanted	1	3	1	2913	922
IL26	q24_nod_head	0.2333833	3	1	3574	258
IL26	q25_shake_head	0.2208896	3	1	3604	232
IL26	q26_look_directly	1	4	0	3655	172
IL26	q27_smile_back	1	4	0	3728	102
IL26	q28_things_interested	1	4	0	3755	73
IL26	q29_share	1	4	0	3625	204
IL26	q30_join_enjoyment	1	4	0	3726	88
IL26	q31_comfort	1	4	0	3570	253
IL26	q32_help_attention	1	4	0	3658	164
IL26	q33_range_expressions	1	4	0	3759	63
IL26	q34_copy_actions	1	4	0	3589	239
IL26	q35_make_believe	0.1964018	3	1	3624	197
IL26	q36_same_age	1	4	0	3616	213
IL26	q37_respond_positively	1	4	0	3660	167
IL26	q38_pay_attention	1	4	0	3607	214
IL26	q39_imaginative_games	1	4	0	3482	344
IL26	q40_cooperatively_games	1	4	0	3587	246
ARGFX	q01_phrases	1	9	0	3726	115
ARGFX	q02_conversation	0.03048476	7	2	3579	116
ARGFX	q03_odd_phrase	1	1	8	568	3125
ARGFX	q04_inappropriate_question	0.3503248	0	9	556	3142
ARGFX	q05_pronouns_mixed	1	2	7	862	2833
ARGFX	q06_invented_words	1	1	8	610	3084
ARGFX	q07_same_over	1	1	8	337	3356
ARGFX	q08_particular_way	0.6171914	2	7	540	3293
ARGFX	q09_expressions_appropriate	1	7	2	2948	887
ARGFX	q10_hand_tool	0.1314343	3	6	563	3271
ARGFX	q11_interest_preoccupy	0.6656672	0	9	231	3602
ARGFX	q12_parts_object	1	1	8	251	3588
ARGFX	q13_interests_intensity	1	1	8	520	3315
ARGFX	q14_senses	1	1	8	310	3522
ARGFX	q15_odd_ways	0.6846577	0	9	232	3604
ARGFX	q16_complicated_movements	1	1	8	343	3491
ARGFX	q17_injured_deliberately	1	1	8	295	3537
ARGFX	q18_objects_carry	0.2093953	2	7	370	3463
ARGFX	q19_best_friend	0.09595202	5	4	3036	807
ARGFX	q20_talk_friendly	0.1169415	7	2	3574	253
ARGFX	q21_copy_you	0.4012994	9	0	3279	554
ARGFX	q22_point_things	1	8	1	3428	397
ARGFX	q23_gestures_wanted	0.6966517	6	3	2910	920
ARGFX	q24_nod_head	1	8	1	3569	258
ARGFX	q25_shake_head	0.6536732	9	0	3598	233
ARGFX	q26_look_directly	1	9	0	3650	172
ARGFX	q27_smile_back	1	9	0	3723	102
ARGFX	q28_things_interested	1	9	0	3750	73
ARGFX	q29_share	0.07846077	7	2	3622	202
ARGFX	q30_join_enjoyment	1	9	0	3721	88
ARGFX	q31_comfort	0.6581709	9	0	3565	253
ARGFX	q32_help_attention	1	9	0	3653	164
ARGFX	q33_range_expressions	1	9	0	3754	63
ARGFX	q34_copy_actions	1	8	1	3585	238
ARGFX	q35_make_believe	1	9	0	3618	198
ARGFX	q36_same_age	1	8	1	3612	212
ARGFX	q37_respond_positively	1	9	0	3655	167
ARGFX	q38_pay_attention	1	8	1	3603	213
ARGFX	q39_imaginative_games	0.181909	7	2	3479	342
ARGFX	q40_cooperatively_games	0.1094453	7	2	3584	244
PRCD	q01_phrases	1	3	0	3732	115
PRCD	q02_conversation	1	3	0	3583	118
PRCD	q03_odd_phrase	1	0	3	569	3130
PRCD	q04_inappropriate_question	1	0	3	556	3148
PRCD	q05_pronouns_mixed	0.5812094	0	3	864	2837
PRCD	q06_invented_words	1	0	3	611	3089
PRCD	q07_same_over	1	0	3	338	3361
PRCD	q08_particular_way	1	0	3	542	3297
PRCD	q09_expressions_appropriate	1	2	1	2953	888
PRCD	q10_hand_tool	0.3823088	1	2	565	3275
PRCD	q11_interest_preoccupy	1	0	3	231	3608
PRCD	q12_parts_object	1	0	3	252	3593
PRCD	q13_interests_intensity	1	0	3	521	3320
PRCD	q14_senses	1	0	3	311	3527
PRCD	q15_odd_ways	1	0	3	232	3610
PRCD	q16_complicated_movements	1	0	3	344	3496
PRCD	q17_injured_deliberately	1	0	3	296	3542
PRCD	q18_objects_carry	1	0	3	372	3467
PRCD	q19_best_friend	0.6006997	3	0	3038	811
PRCD	q20_talk_friendly	1	3	0	3578	255
PRCD	q21_copy_you	1	3	0	3285	554
PRCD	q22_point_things	1	3	0	3433	398
PRCD	q23_gestures_wanted	0.5727136	3	0	2913	923
PRCD	q24_nod_head	1	3	0	3574	259
PRCD	q25_shake_head	1	3	0	3604	233
PRCD	q26_look_directly	1	3	0	3656	172
PRCD	q27_smile_back	1	3	0	3729	102
PRCD	q28_things_interested	1	3	0	3756	73
PRCD	q29_share	1	3	0	3626	204
PRCD	q30_join_enjoyment	1	3	0	3727	88
PRCD	q31_comfort	1	3	0	3571	253
PRCD	q32_help_attention	1	3	0	3659	164
PRCD	q33_range_expressions	1	3	0	3760	63
PRCD	q34_copy_actions	1	3	0	3590	239
PRCD	q35_make_believe	1	3	0	3624	198
PRCD	q36_same_age	1	3	0	3617	213
PRCD	q37_respond_positively	1	3	0	3661	167
PRCD	q38_pay_attention	1	3	0	3608	214
PRCD	q39_imaginative_games	1	3	0	3483	344
PRCD	q40_cooperatively_games	1	3	0	3588	246
HMGA2	q01_phrases	1	3	0	3732	115
HMGA2	q02_conversation	1	3	0	3583	118
HMGA2	q03_odd_phrase	0.4152924	1	2	568	3131
HMGA2	q04_inappropriate_question	0.3668166	1	2	555	3149
HMGA2	q05_pronouns_mixed	0.137931	2	1	862	2839
HMGA2	q06_invented_words	1	0	3	611	3089
HMGA2	q07_same_over	1	0	3	338	3361
HMGA2	q08_particular_way	1	0	3	542	3297
HMGA2	q09_expressions_appropriate	1	2	1	2953	888
HMGA2	q10_hand_tool	1	0	3	566	3274
HMGA2	q11_interest_preoccupy	1	0	3	231	3608
HMGA2	q12_parts_object	1	0	3	252	3593
HMGA2	q13_interests_intensity	0.3323338	1	2	520	3321
HMGA2	q14_senses	1	0	3	311	3527
HMGA2	q15_odd_ways	0.1674163	1	2	231	3611
HMGA2	q16_complicated_movements	0.2188906	1	2	343	3497
HMGA2	q17_injured_deliberately	1	0	3	296	3542
HMGA2	q18_objects_carry	1	0	3	372	3467
HMGA2	q19_best_friend	0.6006997	3	0	3038	811
HMGA2	q20_talk_friendly	1	3	0	3578	255
HMGA2	q21_copy_you	0.3718141	2	1	3286	553
HMGA2	q22_point_things	1	3	0	3433	398
HMGA2	q23_gestures_wanted	0.1389305	1	2	2915	921
HMGA2	q24_nod_head	1	3	0	3574	259
HMGA2	q25_shake_head	1	3	0	3604	233
HMGA2	q26_look_directly	0.13993	2	1	3657	171
HMGA2	q27_smile_back	1	3	0	3729	102
HMGA2	q28_things_interested	1	3	0	3756	73
HMGA2	q29_share	0.1429285	2	1	3627	203
HMGA2	q30_join_enjoyment	1	3	0	3727	88
HMGA2	q31_comfort	1	3	0	3571	253
HMGA2	q32_help_attention	1	3	0	3659	164
HMGA2	q33_range_expressions	0.05247376	2	1	3761	62
HMGA2	q34_copy_actions	0.185907	2	1	3591	238
HMGA2	q35_make_believe	1	3	0	3624	198
HMGA2	q36_same_age	0.1434283	2	1	3618	212
HMGA2	q37_respond_positively	0.1154423	2	1	3662	166
HMGA2	q38_pay_attention	0.1694153	2	1	3609	213
HMGA2	q39_imaginative_games	0.2493753	2	1	3484	343
HMGA2	q40_cooperatively_games	0.1884058	2	1	3589	245
CCK	q01_phrases	1	4	0	3731	115
CCK	q02_conversation	1	4	0	3582	118
CCK	q03_odd_phrase	0.6271864	0	4	569	3129
CCK	q04_inappropriate_question	0.6476762	0	4	556	3147
CCK	q05_pronouns_mixed	0.5947026	0	4	864	2836
CCK	q06_invented_words	0.6066967	0	4	611	3088
CCK	q07_same_over	1	0	4	338	3360
CCK	q08_particular_way	0.6486757	0	4	542	3296
CCK	q09_expressions_appropriate	0.5677161	4	0	2951	889
CCK	q10_hand_tool	0.6191904	0	4	566	3273
CCK	q11_interest_preoccupy	1	0	4	231	3607
CCK	q12_parts_object	0.2303848	1	3	251	3593
CCK	q13_interests_intensity	0.6351824	0	4	521	3319
CCK	q14_senses	1	0	4	311	3526
CCK	q15_odd_ways	1	0	4	232	3609
CCK	q16_complicated_movements	1	0	4	344	3495
CCK	q17_injured_deliberately	1	0	3	296	3542
CCK	q18_objects_carry	0.3238381	1	3	371	3467
CCK	q19_best_friend	1	3	1	3038	810
CCK	q20_talk_friendly	1	4	0	3577	255
CCK	q21_copy_you	1	3	1	3285	553
CCK	q22_point_things	1	4	0	3432	398
CCK	q23_gestures_wanted	0.5867066	4	0	2912	923
CCK	q24_nod_head	0.2423788	3	1	3574	258
CCK	q25_shake_head	1	4	0	3603	233
CCK	q26_look_directly	1	4	0	3655	172
CCK	q27_smile_back	1	4	0	3728	102
CCK	q28_things_interested	1	4	0	3755	73
CCK	q29_share	1	4	0	3625	204
CCK	q30_join_enjoyment	1	4	0	3726	88
CCK	q31_comfort	1	4	0	3570	253
CCK	q32_help_attention	1	4	0	3658	164
CCK	q33_range_expressions	1	4	0	3759	63
CCK	q34_copy_actions	0.2223888	3	1	3590	238
CCK	q35_make_believe	1	4	0	3623	198
CCK	q36_same_age	1	4	0	3616	213
CCK	q37_respond_positively	1	4	0	3660	167
CCK	q38_pay_attention	1	4	0	3607	214
CCK	q39_imaginative_games	0.2378811	2	1	3484	343
CCK	q40_cooperatively_games	0.2178911	3	1	3588	245
HIST1H4J	q01_phrases	1	2	0	3733	115
HIST1H4J	q02_conversation	1	2	0	3584	118
HIST1H4J	q03_odd_phrase	1	0	2	569	3131
HIST1H4J	q04_inappropriate_question	1	0	2	556	3149
HIST1H4J	q05_pronouns_mixed	0.4132934	1	1	863	2839
HIST1H4J	q06_invented_words	1	0	2	611	3090
HIST1H4J	q07_same_over	1	0	2	338	3362
HIST1H4J	q08_particular_way	1	0	2	542	3298
HIST1H4J	q09_expressions_appropriate	1	2	0	2953	889
HIST1H4J	q10_hand_tool	0.2583708	1	1	565	3276
HIST1H4J	q11_interest_preoccupy	1	0	2	231	3609
HIST1H4J	q12_parts_object	1	0	2	252	3594
HIST1H4J	q13_interests_intensity	0.2623688	1	1	520	3322
HIST1H4J	q14_senses	1	0	2	311	3528
HIST1H4J	q15_odd_ways	0.121939	1	1	231	3612
HIST1H4J	q16_complicated_movements	1	0	2	344	3497
HIST1H4J	q17_injured_deliberately	1	0	2	296	3543
HIST1H4J	q18_objects_carry	1	0	2	372	3468
HIST1H4J	q19_best_friend	1	2	0	3039	811
HIST1H4J	q20_talk_friendly	0.1249375	1	1	3580	254
HIST1H4J	q21_copy_you	1	2	0	3286	554
HIST1H4J	q22_point_things	1	2	0	3434	398
HIST1H4J	q23_gestures_wanted	0.4262869	1	1	2915	922
HIST1H4J	q24_nod_head	1	2	0	3575	259
HIST1H4J	q25_shake_head	1	2	0	3605	233
HIST1H4J	q26_look_directly	1	2	0	3657	172
HIST1H4J	q27_smile_back	1	2	0	3730	102
HIST1H4J	q28_things_interested	1	2	0	3757	73
HIST1H4J	q29_share	1	2	0	3627	204
HIST1H4J	q30_join_enjoyment	1	2	0	3728	88
HIST1H4J	q31_comfort	1	2	0	3572	253
HIST1H4J	q32_help_attention	1	2	0	3660	164
HIST1H4J	q33_range_expressions	1	2	0	3761	63
HIST1H4J	q34_copy_actions	1	2	0	3591	239
